Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
BSU,,,556074.875,,,0,,,0,850000,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0
BTA,500,1800,1790,312,1790,412,27,1720,2161,1750,18,1750,1421,200,1690,777,1590,91,1590,291,200,1580,200,1787.780029296875,305,1780,5669,296,1550,7395,1900,294,1900,1113,10,1800,94,1790,782,1790,882,1,1770,477
BTS,,,310.29998779296875,450,699,33313,,,0,998,560,889,5060,144,550,10700,100.3499984741211,820,1000000,1640,,,0,669,3229,669,26271,300,550,4641,529,,,0,,,0,501,830,600,5951,,,0
BWH,,,7980,,,0,,,0,9000,19,9000,19,,,0,3005.0400390625,,,0,,,0,8800,10,8800,16,120,3320,193,3005.0400390625,,,0,,,0,7500,383,7500,1383,,,0
BWS,,,25843.619140625,16,27700,534,100,25000,200,35000,75,35000,75,,,0,30000,,,0,5,22000,5,23200,38,28800,716,46,23200,309,8600.3701171875,1,23000,1,,,0,30000,31,30000,31,2,25800,32
C,225,,1270,320,1270,105847,572,1130,33283,1090.699951171875,11,1100,52723,5142,1060,17879,1100,888,1150,4089,1000,1000,1952,1220,343,1220,73813,201,1210,58425,1000,1255,1100,4042,600,900,1745,1100,290,1100,45512,1639,1080,49397
CA,,,303.8500061035156,81,1890,257,288,300,288,3955.22998046875,65,4000,373,60,300,170,101,,,0,,,0,1094.8299560546875,8,1240,352,15,203,3245,991.3400268554688,15,1000,15,,,0,1107.489990234375,51,1400,294,100,400,273
CAF,,,2430,176,2420,17897,50,1550,2343,1850,4174,1850,21140,100,1650,4044,1000,246,1700,1208,,,0,2000,297,1990,5330,22,1750,7986,1550,,,0,500,1000,500,1900,16,1900,8267,500,1670,2885
CAP,,,284.6499938964844,1910,295,8983,176,250,5625,308.9599914550781,1114,330,1114,716,280,716,142.10000610351562,,,0,,,0,349,589,349,18557,4686,275,11888,142.10000610351562,100,500,100,,,0,307.5299987792969,449,330,449,1000,200,2100
CBL,91000,,91803.828125,10,93000,25,30,91200,240,91100,2,100000,2,63,91100,163,91000,,,0,,,0,93382.1484375,10,100000,155,6,91300,279,92000,,,0,,,0,98000,9,98000,29,6,91200,188
CBM,63000,,64728.26171875,18,74900,56,8,64000,128,63460.01953125,10,66900,423,8,64000,118,29533.970703125,,,0,,,0,63000,59,69900,159,10,63100,120,29533.970703125,5,69900,5,,,0,63100,,,0,50,63100,150
CBS,42000,,42000,4,42800,561,100,42000,100,43800,29,43800,396,100,42000,100,17919.900390625,2,49000,7,,,0,42000,100,43000,257,30,42100,130,17919.900390625,10,43000,10,,,0,42000,8,48900,58,100,42000,100
CBU,,,480000,,,0,10,420000,50,490000,10,640000,71,10,410000,10,174192.875,,,0,,,0,650000,1,630000,170,10,420000,39,174192.875,,,0,,,0,500000,130,700000,130,10,410000,60
CC,650000,,650000,,,0,100,650000,100,650000,1,700000,1,100,650000,100,331160.125,,,0,,,0,650000,5,750000,5,100,650000,100,331160.125,,,0,,,0,650000,,,0,100,650000,100
CCD,80000,,80000,50,81000,300,26,80100,126,80000,3,84700,496,100,80000,100,27594.740234375,,,0,,,0,80000,917,80300,1429,100,80000,100,27594.740234375,,,0,,,0,80000,28,84000,41,100,80000,100
CD,,,23900,106,23900,117,100,10000,100,25000,97,25000,97,10,20000,10,7893.7001953125,,,0,,,0,17000,10,20000,69,,,0,7893.7001953125,10,13200,10,,,0,25000,,,0,,,0
CF,,,8900,29,9870,1639,37,8900,926,9610,20,10300,758,194,9610,410,5000,26,9000,26,,,0,11665,37,11900,82,58,9000,1564,7850,,,0,,,0,9188.25,35,10000,130,34,8880,1185
CHA,,,98800,18,70000,428,5,35000,138,69000,1,69000,10,5,30000,5,21001.5,,,0,,,0,40000,2,90000,7,5,30000,5,21001.5,,,0,,,0,75000,5,120000,5,5,30000,5
CL,,,4334.83984375,20,4330,13887,85,3650,2177,4400,840,4400,23027,143,4070,2465,4440,300,4600,710,180,2300,180,4497.10009765625,119,4500,13389,810,3800,2896,4430,10,4430,164,100,4000,100,4600,54,4600,11188,60,4260,6843
CLI,51,,240,22462,240,85959,48,225,4993,227.72000122070312,120,320,5715,105,220,6686,170,180,250,180,246,170,2246,320,8320,320,13657,120,241,14541,375,1184,299,2687,90,200,90,276.6499938964844,126,300,3030,9,215,5561
COF,,,1040,508,1040,42027,50,921,16930,980,165,980,59222,6,904,4150,1031.1400146484375,1000,990,2357,,,0,984,34,984,56301,100,943,12899,920,53,920,5357,2998,750,3278,947,111,947,9652,300,891,25729
COM,,,134000,34,134000,124,2,125000,22,125198.3515625,10,130000,74,14,115000,60,250000,,,0,,,0,122000,39,130000,153,4,122000,106,116000,,,0,,,0,135000,9,135000,49,10,115000,19
COT,,,3890,55,3890,7146,928,3100,1928,3519.5,173,3520,10395,2,3510,9,3000,,,0,,,0,4070,570,4070,18690,520,3100,1940,6000,20,6000,120,,,0,3127.77001953125,105,3100,6403,100,3010,388
CPU,,,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0
CQL,,,2290000,1,2170000,28,,,0,1690000,2,1750000,8,2,1600000,2,1000000,,,0,,,0,1932331.875,2,1900000,5,,,0,638520.4375,,,0,,,0,1980000,1,1980000,4,,,0
CQM,,,1890000,1,1880000,30,1,1000000,3,1870000,1,2200000,1,2,1450000,6,875000,,,0,,,0,1700000,1,1770000,1,1,663000,3,484121.625,,,0,,,0,1670000,1,1670000,5,1,750000,1
CQS,,,1850000,1,1870000,5,1,860000,2,2000000,1,2090000,3,1,900000,4,800000,,,0,1,600000,1,1558466.25,1,1550000,3,1,955000,2,378967.375,,,0,,,0,1640000,1,1640000,2,1,850000,1
CQT,,,408394.78125,1,408000,6,,,0,499000,1,496000,3,1,150000,4,250000,,,0,,,0,500000,1,510000,1,1,102000,5,107765.7734375,,,0,,,0,493000,1,495000,2,,,0
CRU,200000,,200000,1,350000,3,100,200000,100,200000,1,298000,2,100,200000,100,139438.875,,,0,,,0,210000,21,210000,33,100,200000,100,139438.875,,,0,,,0,139438.875,,,0,100,200000,100
CST,,,2500,92,2500,93,1,56,1,1900,126,1900,251,4,100,4,2923.840087890625,,,0,,,0,1000,3,1000,108,,,0,2923.840087890625,,,0,,,0,2240,56,2240,143,5,240,5
CTF,,,28000,43,28000,908,25,25000,85,27561.919921875,100,31800,408,20,26000,175,16000,,,0,,,0,37235,39,37300,271,35,27500,405,20500,10,60000,10,,,0,35000,10,37900,65,10,30000,360
CU,,,1800,169,2000,18253,228,1800,5007,1866.4200439453125,855,1860,7381,5,1560,351,2250,554,2250,554,,,0,1743.449951171875,22,1600,14870,86,1410,2435,3000,59,3000,59,50,1000,50,2326.669921875,370,2340,6886,713,1930,1256
CUO,63,,350,226,350,30256,100,208,10937,299,1744,458,6066,100,75,700,163,222,250,222,,,0,270,14,299,41281,16,241,5595,600,,,0,,,0,413.29998779296875,295,379,13140,142,301,832
DA,,,66448.921875,62,65000,77,20,57500,80,59900,71,59900,91,3,48000,43,45000,,,0,,,0,75000,19,75000,19,4,52600,60,26164.140625,,,0,,,0,80000,35,80000,35,,,0
DCH,,,23280.529296875,20,23900,610,41,23000,126,23000,5,24400,45,,,0,8996.759765625,,,0,,,0,22000,1,24900,104,,,0,8996.759765625,,,0,,,0,25400,,,0,,,0
DCL,,,8458.1298828125,1578,8460,4230,50,6000,50,8370,196,8370,491,29,5500,29,3482.6298828125,,,0,,,0,6800,479,7690,2281,199,6800,471,3482.6298828125,10,6790,10,,,0,9970,114,9900,416,50,7000,50
DCM,,,5124.18017578125,428,5400,4788,930,5100,5953,5800,195,5800,728,984,5000,3052,3500,,,0,,,0,5550,79,5550,5331,400,4900,2239,4900,,,0,,,0,6440,312,6490,312,210,4750,4942
DCS,,,2140,79,2130,12890,293,1650,1293,2427.1201171875,388,2430,1743,184,2050,284,1500,,,0,,,0,2200,450,2200,3194,350,1850,2746,1840,,,0,,,0,2289.47998046875,,,0,1000,1900,4086
DD,,,37000,50,38500,86,,,0,37000,20,37000,33,,,0,25000,,,0,,,0,25000,1,40000,6,,,0,26664.98046875,,,0,,,0,30000,2,40000,6,,,0
DDT,,,5450,182,5450,7002,50,4540,3634,5186.7099609375,51,5450,5319,144,5150,5367,4000,,,0,50,3700,1050,4800,1237,5200,8476,1617,4800,7649,5946.7900390625,32,5750,697,,,0,5250,181,5280,6172,5,5240,1234
DEC,,,38899.8203125,50,39000,1551,2,25200,403,26000,7,33400,112,75,26000,403,9363.1298828125,,,0,,,0,28831.900390625,1,30000,142,13,24200,509,9363.1298828125,44,40000,44,,,0,36958.328125,3,36900,106,100,23000,501
DIS,,,12000,92,13000,185,,,0,17000,1,16000,60,5,8000,5,9500,,,0,,,0,39000,53,39000,73,,,0,20000,4,20000,4,,,0,20000,24,20000,24,,,0
DOU,,,399000,4,399000,13,,,0,102013.5703125,,,0,,,0,102013.5703125,,,0,,,0,500000,54,500000,54,,,0,102013.5703125,,,0,,,0,275000,,,0,,,0
DRF,,,5600,10,6330,1478,212,5600,1712,7440,3,7200,32,100,5000,100,3015.909912109375,,,0,,,0,6862.5,11,6200,262,88,5800,388,3500,,,0,,,0,6500,3,6500,8,,,0
DV,,,13000,19,14900,100,61,13000,61,13000,10,12900,96,,,0,15000,,,0,,,0,11900,2,11900,270,,,0,12324.5400390625,,,0,,,0,14400,4,14500,5,,,0
DW,19,121,121,100,121,74231,4272,119,377177,121,100,121,100,84015,116,335862,120,1450,125,1450,7000,106,9200,121,100,121,233247,16199,110,179019,140,10000,140,12000,5000,110,18156,120,697,120,215349,6313,118,405749
EBU,,,430000,14,430000,14,10,240000,10,240000,89,430000,91,17,240000,17,90558.96875,,,0,,,0,278000,100,430000,146,10,260000,20,90558.96875,,,0,,,0,300000,52,430000,52,13,260000,13
EDC,8000,,8020,500,8500,760,17,8020,1358,8000,2,8090,1240,100,8000,100,11000,,,0,,,0,8000,174,9500,269,100,8000,100,8216.3603515625,,,0,,,0,8000,18,8500,18,100,8000,100
EES,,,50000,48,59900,1119,10,550,10,53813.51171875,1,57700,279,12,53500,52,75000,5,65000,5,,,0,49724.23046875,113,59900,129,1,49800,1,48435.5,,,0,,,0,50000,74,69300,92,4,17500,4
ENG,,,848333.3125,1,857000,65,,,0,814000,1,814000,19,,,0,367068.125,,,0,,,0,868000,1,850000,24,,,0,367068.125,,,0,,,0,929000,1,929000,22,,,0
EPO,,,213,2800,211,431149,10059,203,161509,201,300,210,179575,34480,201,181839,225,4000,259,9000,500,100,500,190,1000,214,227458,1400,190,268080,190,4400,190,14400,1000,160,6000,193,4800,203,163727,1350,193,141625
ES,,,2100,400,2090,2366,10,1910,771,1976.489990234375,231,2290,3866,50,2000,248,2000,,,0,,,0,2910,225,2910,14945,20,2010,1295,1876.989990234375,20,1440,20,,,0,2940,50,2900,3205,150,2300,1221
ETC,,,39700,1,39700,343,40,20000,140,20000,6,27000,19,36,20000,56,15000,,,0,,,0,28000,9,28000,67,33,15900,273,10273.099609375,,,0,,,0,30000,60,30000,175,10,25000,10
EXO,,,409,4696,409,14864,80,360,12510,439,246,439,7648,10,305,13774,420,454,420,1164,,,0,440,139,440,15858,1224,360,19910,341.67999267578125,406,350,2766,400,250,600,540,43,540,15078,877,500,7890
F,,,1000,200,1490,3060,98,353,298,1000,,,0,,,0,1000,181,1000,181,,,0,2000,5568,2000,23047,4,762,10995,222.22000122070312,1000,2900,8594,,,0,2600,89,2000,2521,20,508,620
FAL,,,3484.239990234375,800,3550,5593,1000,1810,4620,2792.889892578125,1372,2800,5974,500,2050,2006,1026.6400146484375,,,0,,,0,2743.090087890625,42,2720,4665,157,2500,5256,1026.6400146484375,10,2730,10,,,0,3686.239990234375,434,3690,1285,1000,1500,1000
FAN,,,3273.489990234375,67,3280,1385,500,2410,3080,2254.760009765625,4,2850,200,104,2210,1574,972.260009765625,,,0,,,0,2210,80,3180,1510,179,2210,2027,1000,,,0,,,0,2247.919921875,179,3100,179,200,2260,204
FC,,,6580,430,6560,4518,679,5600,2336,5900,1,7380,1489,4,5900,1633,2253.139892578125,,,0,,,0,5110,12,5500,5085,176,5110,3403,2253.139892578125,,,0,,,0,9959.1904296875,16,9000,320,200,4010,220
FE,,,1190,2292,1190,33906,744,1030,11131,935,60,935,27061,200,817,12869,1200,1109,1200,1209,267,850,1295,901,67,980,28677,55,901,7432,900,110,900,1217,,,0,1130,569,1130,8443,40,880,5401
FEO,32,,116,2,151,90557,4639,116,17372,128,17,128,60221,87,111,18687,120,2000,80,3000,953,40,953,85,100,90,77825,80,85,34937,80,127,80,6707,,,0,121,605,149,16665,2912,121,22915
FET,,,3978.1298828125,214,3970,8740,1000,2350,4368,3475.050048828125,48,3500,5160,500,3400,1115,1760.800048828125,,,0,,,0,3478.02001953125,400,3200,10317,150,2550,1984,1760.800048828125,,,0,,,0,4300,674,3700,6521,10,1250,18
FF,9,24,23.700000762939453,13745,23.700000762939453,726640,193274,21.200000762939453,644262,22.399999618530273,8130,22.899999618530273,692204,300,21.399999618530273,404985,26,48514,26,48514,95071,23,123998,23.399999618530273,15517,23.399999618530273,190731,15536,22.700000762939453,451685,23.34000015258789,9000,23.5,31000,5000,21,23190,23.600000381469727,52824,23.600000381469727,1252896,1500,22.100000381469727,501659
