Ticker,MMBuy,MMSell,AI1-Average,AI1-AskAmt,AI1-AskPrice,AI1-AskAvail,AI1-BidAmt,AI1-BidPrice,AI1-BidAvail,CI1-Average,CI1-AskAmt,CI1-AskPrice,CI1-AskAvail,CI1-BidAmt,CI1-BidPrice,CI1-BidAvail,CI2-Average,CI2-AskAmt,CI2-AskPrice,CI2-AskAvail,CI2-BidAmt,CI2-BidPrice,CI2-BidAvail,NC1-Average,NC1-AskAmt,NC1-AskPrice,NC1-AskAvail,NC1-BidAmt,NC1-BidPrice,NC1-BidAvail,NC2-Average,NC2-AskAmt,NC2-AskPrice,NC2-AskAvail,NC2-BidAmt,NC2-BidPrice,NC2-BidAvail,IC1-Average,IC1-AskAmt,IC1-AskPrice,IC1-AskAvail,IC1-BidAmt,IC1-BidPrice,IC1-BidAvail
ATP,,,50000,5,50000,48,2,41000,2,30000,100,49000,200,,,0,12377.2998046875,,,0,,,0,40000,,,0,50,40000,50,12377.2998046875,,,0,,,0,25000,,,0,40,27200,40
AU,,,3200,134,3100,7520,1000,2700,5859,3200,1,3170,1950,200,2800,4230,2200,,,0,,,0,2556.530029296875,20,2490,10771,100,2040,3335,998,26,998,77,,,0,2320,129,3530,2456,24,2320,1242
AUO,137,,500,126,550,32689,13,485,9844,530,707,530,1421,100,267,3953,300,295,250,1295,,,0,400,3414,400,55508,42,350,10530,280,,,0,,,0,425,1634,425,23066,41,352,4324
AWF,,,5700,7,5700,21,25,4500,114,5680,15,5680,463,20,4000,20,2951.989990234375,,,0,,,0,9514.58984375,100,8000,331,1,5000,121,2951.989990234375,5,5950,5,,,0,7400,9,7400,36,,,0
AWH,,,18666.669921875,93,18900,783,,,0,18281.900390625,130,24000,140,270,15800,370,8430.919921875,,,0,,,0,20580.869140625,12,20000,94,90,13600,272,8430.919921875,,,0,,,0,25000,,,0,,,0
BAC,,,3424.0400390625,80,3480,1898,500,3100,2020,3150,1113,3150,1863,500,2800,1600,1280.9100341796875,,,0,,,0,3300,130,3290,1643,500,2600,4278,2250,,,0,,,0,3432.72998046875,45,3490,115,730,2200,1730
BAI,,,16200,9,16200,2273,319,14700,319,15788.4697265625,18,15900,343,50,14000,70,6821.509765625,,,0,,,0,16800,5,16800,296,500,14500,500,6821.509765625,,,0,,,0,16256.25,12,16300,41,100,10000,100
BBH,750,2900,2900,100,2900,4011,650,2880,4023,2900,100,2900,12475,2,2830,1646,2900,104,2900,104,164,2800,216,2900,100,2900,9138,258,2890,5459,3000,392,3000,1918,124,2000,125,2900,100,2900,16729,275,2890,1466
BCO,,,750,607,750,23312,33,712,17724,710,460,858,13902,200,740,7200,660,400,1000,400,200,780,200,667.8599853515625,410,756,29260,123,667,15023,640,,,0,,,0,777,84,777,8984,360,701,6056
BDE,850,2700,2700,100,2700,3885,958,2650,3418,2600,9,2600,4484,20,2520,531,2800,149,2800,149,10,879,30,2700,100,2700,5534,263,2650,7363,2700,256,2700,811,90,1800,90,2700,100,2700,601,980,2660,3109
BE,,,2050,520,2250,14137,1000,1960,11695,1900,559,2490,1972,230,1900,2913,2900,100,3000,100,,,0,2400,1180,2400,9943,1000,2000,10015,1700,18,1700,18,,,0,3418.2900390625,13,3300,195,22,2000,2942
BEA,84,,300,8345,350,20299,7916,300,23245,373,372,360,13772,80,311,12437,250,,,0,,,0,301,20,437,3874,600,302,19910,250,16,400,16,757,250,757,450,310,450,1315,391,350,34020
BER,,,739.6199951171875,2000,800,28168,2000,465,26995,869,500,868,6887,4000,400,13053,400,1000,10000,2000,,,0,1000,978,1000,10978,925,452,16673,117.55000305175781,50,551,50,,,0,799.0999755859375,117,800,3409,2000,326,7000
BFP,,,26000,8,25000,8,,,0,25000,,,0,,,0,20233.01953125,,,0,,,0,24000,,,0,,,0,20224.419921875,,,0,,,0,25000,,,0,,,0
BFR,,,5500,11,6000,21,78,4500,78,6951.60986328125,76,8000,113,100,7200,426,2515.4599609375,,,0,,,0,8000,,,0,19,5000,243,2515.4599609375,,,0,,,0,4000,,,0,46,4000,46
BGC,,,800,1585,800,4585,3000,700,5000,700,1000,800,3429,1000,700,3457,600,,,0,,,0,747,250,746,7934,3000,700,19046,500,200,650,200,,,0,739,721,738,11599,1000,700,1811
BGO,,,2965.780029296875,103,3340,12984,230,2900,5170,4000,25,4000,3339,100,3010,2899,2000,70,3000,70,,,0,3170,5,3150,7921,310,2810,5491,2100,70,2800,167,3,2100,100,3340,364,3320,3847,200,2100,555
BGS,,,214000,1,214000,9,2,60000,2,228000,4,216000,5,,,0,87625.203125,,,0,,,0,250000,1,219000,2,,,0,87625.203125,,,0,,,0,219000,1,219000,19,,,0
BHP,,,5780,3,5780,971,5,5110,1860,5800,70,5790,958,50,4010,1049,1500,,,0,,,0,5500,914,5500,10982,63,5260,3628,5000,31,5000,150,,,0,6300,3,6300,882,12,4700,391
BID,,,70000,24,69900,238,,,0,80000,51,80000,51,,,0,24575.119140625,,,0,,,0,55000,3,70000,253,,,0,24575.119140625,49,70000,49,,,0,80000,7,80000,13,,,0
BL,,,6780,46,6780,826,490,6000,944,7940,5,7940,249,26,5000,26,4500,,,0,,,0,7788.4599609375,6,8490,505,140,4360,402,2986.699951171875,10,7500,10,,,0,6880,78,6880,423,15,6600,31
BLE,,,2990,100,2980,2162,95,1750,595,2250,34,2250,2316,33,1000,33,1804.3399658203125,,,0,,,0,2090,189,2090,3354,253,1400,1391,1804.3399658203125,10,2300,10,,,0,2200,60,2190,742,,,0
BMF,,,32900,17,32900,604,112,28000,612,33000,1,33000,376,226,28000,226,10946.0302734375,,,0,5,22000,5,31000,286,31000,616,113,28000,183,60000,29,60000,29,,,0,32500,11,32500,396,1,20000,1
BND,,,230,122,230,123,,,0,325,75,325,75,,,0,270.1499938964844,,,0,,,0,323,,,0,10,150,10,500,,,0,,,0,155,,,0,,,0
BOR,,,449,284,449,22664,500,175,5000,320,10,275,4223,143,230,2769,300,,,0,300,225,300,350,4979,350,47139,333,251,10786,350,100,280,512,50,130,250,600,1455,600,2546,20,230,2021
BOS,,,6767.7998046875,827,7990,1827,167,3900,614,4100,,,0,196,4100,984,3250,,,0,,,0,5980,65,5980,667,500,4510,4540,1909.1700439453125,50,4350,50,,,0,5909.330078125,37,7000,37,20,3800,570
BPT,,,14000,106,16900,112,1,14000,1,4380,,,0,,,0,2208.169921875,,,0,,,0,10000,546,10000,1642,,,0,2208.169921875,,,0,,,0,9000,34,9000,68,,,0
BR1,,,822000,1,822000,47,1,700000,1,962000,1,962000,10,2,680000,4,1300000,,,0,,,0,935000,2,900000,7,1,500000,1,254764.78125,,,0,,,0,1200000,1,1300000,1,1,450000,1
BR2,,,994457,1,994000,25,1,900000,1,972000,1,973000,6,,,0,1300000,,,0,,,0,1160000,1,1040000,9,,,0,341875.34375,,,0,,,0,1170000,1,1180000,2,1,900000,1
BRM,,,255,1421,255,31288,3000,205,6360,310,173,310,11617,300,280,3400,345.70001220703125,780,420,780,200,250,1200,220,1628,220,18033,50,191,22030,250,220,250,220,,,0,399.5799865722656,228,400,682,1000,220,1750
BRO,,,2200,141,3500,4881,491,2200,504,6016.93017578125,415,4490,998,500,2800,828,2500,,,0,,,0,3918.580078125,17,3950,604,39,2600,2611,830.0499877929688,,,0,,,0,8000,80,7500,366,25,3000,1087
BRP,,,8000,,,0,,,0,4000,,,0,,,0,2661.340087890625,,,0,,,0,5500,151,7500,151,,,0,2661.340087890625,,,0,,,0,6340,58,7500,58,,,0
BRS,,,450000,1,572000,7,1,400000,4,600000,3,586000,5,1,475000,1,128580.3203125,,,0,,,0,579000,1,579000,2,1,500000,3,128580.3203125,,,0,,,0,590000,1,999000,2,1,500000,7
BSC,,,45340,63,50800,1185,86,45100,158,54000,142,54000,802,20,45000,20,14494.900390625,,,0,,,0,52000,181,52000,381,,,0,14494.900390625,1,52000,1,,,0,54800,108,54800,270,,,0
BSE,425,1900,1890,100,1900,59991,1546,1890,12117,1880,118,1880,91242,4,1670,298,2000,52,2000,52,3,1600,49,1900,100,1900,46124,8,1880,12737,2000,481,2000,2492,202,1000,202,1900,100,1900,76675,768,1890,4198
BSU,,,556074.875,,,0,,,0,850000,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0,556074.875,,,0,,,0
BTA,500,1800,1790,421,1790,521,42,1720,2174,1600,4,1700,1456,4,1600,584,1590,91,1590,291,200,1580,200,1560,21,1750,5394,14,1560,7464,1900,294,1900,1113,10,1800,94,1780,7,1780,964,360,1750,771
BTS,,,699,450,699,33313,890,500,4129,998,700,998,3831,144,550,10700,100.3499984741211,820,1000000,1640,,,0,668.52001953125,3671,669,26713,52,500,4341,529,,,0,,,0,425,830,600,5951,,,0
BWH,,,7980,,,0,,,0,9000,19,9000,19,,,0,3005.0400390625,,,0,,,0,8800,10,8800,16,120,3320,193,3005.0400390625,,,0,,,0,7500,383,7500,1383,,,0
BWS,,,27700,16,27700,534,100,25000,200,35000,82,35000,82,,,0,30000,,,0,5,22000,5,28800,38,28800,716,50,23200,313,8600.3701171875,1,23000,1,,,0,30000,40,30000,40,2,25800,32
C,225,,1168.1300048828125,4038,1200,109815,5,1060,27596,1190,2386,1180,55917,93,1070,16088,2900,325,3100,2426,112,1100,1064,1180,24,1230,72874,63,1190,58152,1100,200,1000,3767,200,900,1345,1150,232,1160,43215,174,1070,52273
CA,,,300,81,1890,257,288,300,288,4000,65,4000,373,60,300,170,101,,,0,,,0,1240,8,1240,318,15,203,3245,991.3400268554688,15,1000,15,,,0,750,51,1400,294,100,400,273
CAF,,,2500,226,3100,14261,100,2500,2383,1850,4508,1850,21960,2,1700,4046,1000,246,1700,1208,,,0,2000,945,2000,5288,208,1700,7998,1550,,,0,500,1000,500,1660,140,2100,7639,289,1650,2385
CAP,,,294.57000732421875,1910,295,8983,176,250,5625,280,1114,330,1114,716,280,716,142.10000610351562,,,0,,,0,349.3399963378906,600,349,17568,4831,275,12033,142.10000610351562,100,500,100,,,0,307.67999267578125,449,330,449,1000,200,2100
CBL,91000,,91782.9765625,10,93000,25,30,91200,240,91100,2,100000,2,63,91100,163,91000,,,0,,,0,99000,10,100000,155,6,91300,279,92000,,,0,,,0,97000,10,98000,30,6,91200,188
CBM,63000,,64728.26171875,18,74900,56,8,64000,128,64000,53,67000,408,8,64000,118,29533.970703125,,,0,,,0,66118.1796875,59,69900,159,100,63000,100,29533.970703125,5,69900,5,,,0,63100,,,0,50,63100,150
CBS,42000,,42000,4,42800,561,100,42000,100,43800,29,43800,396,100,42000,100,17919.900390625,2,49000,7,,,0,42000,53,45000,157,100,42000,100,17919.900390625,10,43000,10,,,0,42025.5,8,48900,58,100,42000,100
CBU,,,480000,,,0,10,420000,50,490000,10,640000,71,10,410000,10,174192.875,,,0,,,0,650000,1,630000,170,10,420000,39,174192.875,,,0,,,0,500000,130,700000,130,10,410000,60
CC,650000,,650000,,,0,100,650000,100,650000,1,700000,1,100,650000,100,331160.125,,,0,,,0,650000,5,750000,5,100,650000,100,331160.125,,,0,,,0,650000,,,0,100,650000,100
CCD,80000,,80031.7734375,50,81000,300,100,80000,100,80000,26,82000,522,100,80000,100,27594.740234375,,,0,,,0,80052.5625,917,80300,1429,100,80000,100,27594.740234375,,,0,,,0,80000,28,84000,41,100,80000,100
CD,,,23900,106,23900,117,100,10000,100,25000,97,25000,97,10,20000,10,7893.7001953125,,,0,,,0,18880.359375,10,20000,69,10,17000,10,7893.7001953125,10,13200,10,,,0,25000,,,0,,,0
CF,,,8900,265,10200,1615,79,8900,968,9610,20,10300,760,196,9610,412,5000,26,9000,26,,,0,10000,11,9900,281,58,9000,1564,7850,,,0,,,0,8880,35,10000,130,34,8880,1185
CHA,,,98800,18,70000,428,5,35000,138,69000,1,69000,10,5,30000,5,21001.5,,,0,,,0,40000,2,90000,7,5,30000,5,21001.5,,,0,,,0,12500,6,75000,11,5,30000,5
CL,,,3630,196,4280,14742,189,3630,2281,4070,25,4380,23960,148,4070,2470,4440,300,4600,710,180,2300,180,3800,18,4390,13471,856,3800,2942,4430,10,4430,107,100,4000,100,4690,134,4680,10819,200,4250,6879
CLI,51,,240,23575,240,90842,1000,220,4993,446,120,320,5715,300,250,7310,170,180,250,180,246,170,2246,390,100,389,14062,120,241,14541,375,1500,300,1503,90,200,90,350.5400085449219,126,300,3030,9,215,5561
COF,,,1160,499,1160,32152,80,1090,17581,990,1881,990,60299,15,901,3044,1000,940,1000,2357,,,0,984,725,984,59639,96,962,15236,920,172,920,5476,2998,750,3278,939,32,939,15094,50,900,26187
COM,,,134000,36,134000,126,2,125000,22,132000,1,138000,65,14,115000,60,250000,,,0,,,0,129000,39,130000,153,5,122000,107,116000,,,0,,,0,135000,10,135000,34,10,115000,19
COT,,,3400,109,3900,7203,4,3400,1932,3550,173,3540,10384,,,0,3000,,,0,,,0,3970,192,3970,19034,520,3100,1940,6000,20,6000,120,,,0,3480,21,3460,6491,200,3150,690
CPU,,,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0,1426422.5,,,0,,,0
CQL,,,2290000,1,2170000,28,,,0,1680000,1,1690000,9,2,1600000,2,1000000,,,0,,,0,1980000,1,1890000,6,,,0,638520.4375,,,0,,,0,1980000,1,1980000,4,,,0
CQM,,,1890000,1,1880000,30,1,1000000,3,1850000,1,1860000,3,2,1450000,6,875000,,,0,,,0,1760000,1,1690000,3,1,663000,3,484121.625,,,0,,,0,1680000,1,1670000,5,1,1350000,2
CQS,,,1850000,1,1870000,5,1,860000,2,2000000,1,2090000,3,1,900000,4,800000,,,0,1,600000,1,1550000,1,1550000,3,1,955000,2,378967.375,,,0,,,0,1640000,1,1640000,2,1,850000,1
CQT,,,408500,1,408000,6,,,0,499000,1,496000,3,1,150000,4,250000,,,0,,,0,500000,1,510000,1,1,102000,5,107765.7734375,,,0,,,0,493000,1,495000,2,,,0
CRU,200000,,200000,1,350000,3,100,200000,100,200000,1,298000,2,100,200000,100,139438.875,,,0,,,0,210000,21,210000,33,100,200000,100,139438.875,,,0,,,0,139438.875,,,0,100,200000,100
CST,,,2500,92,2500,93,1,56,1,1900,126,1900,251,4,100,4,2923.840087890625,,,0,,,0,1000,3,1000,108,,,0,2923.840087890625,,,0,,,0,2240,56,2240,143,,,0
CTF,,,28000,43,28000,908,25,25000,85,31900,100,31800,408,20,26000,175,16000,,,0,,,0,37300,12,37200,286,35,27500,405,20500,10,60000,10,,,0,34962.5,10,37900,95,10,30000,360
CU,,,1800,90,1890,18847,415,1800,5194,1890,10,1870,7462,5,1560,351,2250,554,2250,554,,,0,1378.1199951171875,50,1870,13100,620,1350,964,3000,59,3000,59,50,1000,50,2311.330078125,31,2340,6992,889,1930,1432
CUO,63,,349.5400085449219,5015,395,26425,100,208,10937,299,458,299,6757,100,75,700,163,222,250,222,,,0,299,14,299,41281,50,241,5629,600,,,0,,,0,395,250,395,12347,142,301,832
DA,,,65000,62,65000,77,20,57500,80,59900,71,59900,91,3,48000,43,45000,,,0,,,0,75000,19,75000,19,4,52600,60,26164.140625,,,0,,,0,80000,35,80000,35,,,0
DCH,,,23397.060546875,20,23900,610,41,23000,126,23000,5,24400,45,,,0,8996.759765625,,,0,,,0,22000,1,24900,104,,,0,8996.759765625,,,0,,,0,25400,,,0,,,0
DCL,,,8460.7802734375,10,8450,3356,50,6000,50,6974.85986328125,200,8370,495,29,5500,29,3482.6298828125,,,0,,,0,7690,479,7690,2281,200,6800,472,3482.6298828125,10,6790,10,,,0,9957.8798828125,114,9900,416,50,7000,50
DCM,,,5550,516,5550,3360,28,5200,6151,5050,200,5800,733,984,5000,3052,3500,,,0,,,0,5550,96,5550,5348,400,4900,2239,4900,,,0,,,0,6490,312,6490,312,250,4750,4982
DCS,,,2084.610107421875,981,2090,13261,99,1700,1399,2050,400,2430,1764,200,2050,300,1500,,,0,,,0,2350,6,2340,2744,350,1850,2746,1840,,,0,,,0,2550,,,0,1000,1900,4086
DD,,,37000,50,38500,86,,,0,37000,20,37000,33,,,0,25000,,,0,,,0,25000,1,40000,6,,,0,26664.98046875,,,0,,,0,30000,2,40000,6,,,0
DDT,,,5460,748,5460,6845,6,4530,3584,5456.75,661,5480,5548,9,5180,5452,4000,,,0,50,3700,1050,5270,141,5280,8666,1800,4800,7832,5946.7900390625,400,5790,682,,,0,5330,104,5330,5826,6,5280,1067
DEC,,,25100,5,38700,1585,13,25100,401,26000,7,33900,110,78,26000,406,9363.1298828125,,,0,,,0,24200,1,32900,141,13,24200,509,9363.1298828125,44,40000,44,,,0,36955,3,36900,106,100,23000,501
DIS,,,12000,92,13000,185,,,0,17000,1,16000,60,5,8000,5,9500,,,0,,,0,39000,53,39000,73,,,0,20000,4,20000,4,,,0,20000,24,20000,24,,,0
DOU,,,399000,4,399000,13,,,0,102013.5703125,,,0,,,0,102013.5703125,,,0,,,0,500000,54,500000,54,,,0,102013.5703125,,,0,,,0,275000,,,0,,,0
DRF,,,5600,50,6330,1518,216,5600,1716,7440,4,7000,37,100,5000,100,3015.909912109375,,,0,,,0,6870,26,6500,243,88,5800,388,3500,,,0,,,0,6200,5,6500,10,,,0
DV,,,13000,19,14900,100,61,13000,61,13000,10,12900,96,,,0,15000,,,0,,,0,11900,2,11900,270,,,0,12324.5400390625,,,0,,,0,14400,4,14500,5,,,0
DW,19,121,121,100,121,74231,50,120,379895,121,100,121,100,518,118,340701,120,3065,120,4515,7000,106,9200,121,100,121,233247,1012,120,272389,140,2236,140,14236,5000,110,18156,121,100,121,209652,9083,118,414482
EBU,,,430000,17,430000,17,10,240000,10,240000,89,430000,91,17,240000,17,90558.96875,,,0,,,0,278000,100,430000,146,10,260000,20,90558.96875,,,0,,,0,300000,52,430000,52,13,260000,13
EDC,8000,,8020,500,8500,760,17,8020,1358,8000,2,8090,1240,100,8000,100,11000,,,0,,,0,8000,174,9500,269,100,8000,100,8216.3603515625,,,0,,,0,8000,18,8500,18,100,8000,100
EES,,,50000,48,59900,1119,10,550,10,53500,1,57700,279,12,53500,52,75000,5,65000,5,,,0,49800,113,59900,129,3,49800,3,48435.5,,,0,,,0,50000,74,69300,92,4,17500,4
ENG,,,848333.3125,1,857000,65,,,0,814000,1,814000,19,,,0,367068.125,,,0,,,0,868000,1,868000,21,,,0,367068.125,,,0,,,0,900000,1,929000,22,,,0
EPO,,,204,1026,204,364014,12073,203,163523,224.72999572753906,300,220,296775,36580,201,183939,225,4000,259,9000,500,100,500,187.42999267578125,500,209,283330,15800,187,246680,190,5400,190,15400,1000,160,6000,189,200,205,138672,6000,191,141875
ES,,,2100,152,2100,1518,10,1910,771,2290,231,2290,3866,50,2000,248,2000,30,2000,30,,,0,2910,333,2910,15053,20,2010,1295,1876.989990234375,20,1440,20,,,0,2333.340087890625,21,4200,1761,194,2300,1265
ETC,,,39700,1,39700,343,40,20000,140,20000,6,29000,13,36,20000,56,15000,,,0,,,0,33300,32,28000,90,33,15900,273,10273.099609375,,,0,,,0,29850.369140625,60,30000,175,10,25000,10
EXO,,,409,4989,409,15157,80,360,12510,435,849,435,9555,10,304,14420,420,454,420,1164,,,0,449,1880,449,16880,2,361,20188,350,406,350,2766,400,250,600,601,291,601,13061,2,401,6813
F,,,1000,200,1490,3060,98,353,298,1000,,,0,,,0,1000,181,1000,181,,,0,2000,5573,2000,23052,4,762,10995,222.22000122070312,1000,2900,8594,,,0,2378.949951171875,89,2000,2521,20,508,620
FAL,,,3279.39990234375,38,3450,5884,1000,1810,4620,2789.300048828125,1372,2800,5974,500,2050,2006,1026.6400146484375,,,0,,,0,2750,42,2720,4635,157,2500,5256,1026.6400146484375,10,2730,10,,,0,3690,434,3690,1285,1000,1500,1000
FAN,,,3280,92,3280,1479,500,2410,3080,2210,4,2850,200,104,2210,1574,972.260009765625,,,0,,,0,3170,97,3180,1527,186,2210,2034,1000,,,0,,,0,2285.93994140625,179,3100,179,200,2260,204
FC,,,5600,3,5800,4091,714,5600,2371,5900,187,7390,1461,13,5900,1642,2253.139892578125,,,0,,,0,5110,5,5600,5077,192,5110,3419,2253.139892578125,,,0,,,0,9885.6796875,95,9890,254,200,4010,220
FE,,,1180,19,1170,34569,889,1030,11276,941,1950,941,28693,3818,815,12690,1200,1109,1200,1209,267,850,1295,920,39,970,28793,53,920,6582,900,110,900,1217,,,0,1120,28,1120,8890,26,900,5530
FEO,32,,147.38999938964844,1219,153,91520,100,117,17833,128.32000732421875,34,129,60120,9270,96,18653,120,2000,80,3000,953,40,953,84,153,95,82864,47,84,34834,94.66000366210938,127,80,6707,,,0,146,24,146,18076,4737,120,20003
FET,,,3970,214,3970,8740,1000,2350,4368,3497.35009765625,48,3500,5160,500,3400,1115,1760.800048828125,,,0,,,0,3500,404,3500,9902,150,2550,1984,1760.800048828125,,,0,,,0,4300,674,3700,6521,10,1250,18
FF,9,24,23.899999618530273,37268,23.899999618530273,677968,197549,21.200000762939453,648537,22.899999618530273,9977,22.899999618530273,705704,3000,21.700000762939453,439865,26,49961,26,49961,95071,23,123998,23.200000762939453,2410,23.200000762939453,240732,878,23.100000381469727,454877,23.5,9000,23.5,26000,5000,21,23190,23.540000915527344,147898,23.600000381469727,1347970,1000,21.700000762939453,877858
FFC,240000,,330000,2,330000,26,100,240000,100,338000,2,338000,7,100,240000,100,144217.296875,,,0,,,0,329000,8,330000,15,1,285000,104,144217.296875,,,0,,,0,429000,1,430000,1,1,380000,104
